2.0996 0.05 0.03 0.02 0.02 0.055 0.06
1.5521 0.05 0.04 0.05 0.06 0.08 0.08
1.0757 0.06 0.06 0.165 0.145 0.155 0.11
0.5108 0.42 0.35 0.31 0.26 0.2 0.135
-0.0179 0.63 0.39 0.29 0.245 0.2 0.13
-0.5866 0.29 0.135 0.135 0.135 0.135 0.1
-1.0884 0.05 0.035 0.045 0.045 0.08 0.09
-1.5965 0.025 0.025 0.03 0.035 0.06 0.08
-2.1098 0.015 0.015 0.02 0.03 0.06 0.08
