# Curva feita no dia 13/04/2023
# Massa pesada [g] Volume [ml] Condutividade [mS]
20.0011 100 202.4
9.9912 100 127.4
9.9912 200 74.44
9.9912 300 52.54
9.9912 400 41.10
9.9912 500 34.12
